Universidad,Tipo Titulación,Facultad,Titulación,Título,Autor,Año,URL,Archivo Abstract,Palabras Clave,Idioma Abstract
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingenierıa Informática y de Telecomunicación,Ontology-guided semantic video description using feedback between signal processing stages,"San Miguel Avedillo, Juan Carlos",2008,https://repositorio.uam.es/handle/10486/12526,abstracts_uam_TFM\RND_Ontology-guided_semantic_video_2008_34943716.txt,Vídeo; Ontología,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicación,Novelty and diversity enhancement and evaluation in recommender systems,"Vargas, Saúl",2012,https://repositorio.uam.es/handle/10486/12773,abstracts_uam_TFM\RND_Novelty_and_diversity_enhancem_2012_39576273.txt,Recuperación de la información,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicación,Dynamic signature verification for portable devices,"Martínez Díaz, Marcos",2008,https://repositorio.uam.es/handle/10486/12770,abstracts_uam_TFM\RND_Dynamic_signature_verification_2008_86126404.txt,Biometría,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Master in Computer Science and Telecommunication Engineering and the Master in Mathematics and Applications,Deep neural networks,"Díaz Vico, David",2012,https://repositorio.uam.es/handle/10486/12767,abstracts_uam_TFM\RND_Deep_neural_networks_2012_16732650.txt,Redes neuronales (Informática),eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Analysis of the convergence of Monte Carlo averages,"Llorente Pinto, Alejandro",2012,https://repositorio.uam.es/handle/10486/12777,abstracts_uam_TFM\RND_Analysis_of_the_convergence_of_2012_51988367.txt,"Monte Carlo, Método de",eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática y de Telecomunicación,Análisis de técnicas de medida del ancho de banda: influencia de la carga del sistema y de la red sobre la precisión de la medida,"Santiago del Río, Pedro María",2010,https://repositorio.uam.es/handle/10486/12772,abstracts_uam_TFM\RND_An_lisis_de_t_cnicas_de_medida_2010_88984142.txt,Redes de banda ancha,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática y Telecomunicaciones,Development and evaluation of a low-cost scalable architecture for network traffic capture and storage for 10Gbps networks,"Moreno Martínez, Víctor",2012,https://repositorio.uam.es/handle/10486/12766,abstracts_uam_TFM\RND_Development_and_evaluation_of__2012_94643680.txt,Ordenadores-Arquitectura; Circuitos lógicos,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y Telecomunicaciones,Adaptive K-means algorithm for overlapping graph clustering,"Bello Orgaz, Gema",2012,https://repositorio.uam.es/handle/10486/12769,abstracts_uam_TFM\RND_Adaptive_K-means_algorithm_for_2012_83629277.txt,"Cluster, Análisis; Algoritmos",eng
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Trabajo fin de máster en Biología Evolutiva y Biodiversidad,"Propuesta de estudio conjunto paleoestomalógico y arqueológico aplicado las poblaciones de la edad del bronce de Soto del Henares, El Espinillo y ALto de las Peñuelas - sector IV (Comunidad de Madrid)","Alonso Muela, Andrea Libertad",2010,https://repositorio.uam.es/handle/10486/660346,abstracts_uam_TFM\Propuesta_de_estudio_conjunto__2010_49981064.txt,Antropología - Madrid,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería en Informática y de Telecomunicaciones,Estudio de la influencia de topologías de comunicación en sistemas multiagente bioinspirados,"González-Pardo, Antonio",2011,https://repositorio.uam.es/handle/10486/9194,abstracts_uam_TFM\RND_Estudio_de_la_influencia_de_to_2011_48756796.txt,Inteligencia Artificial,spa
Universidad Autónoma de Madrid,Máster,Facultad de Filosofía y Letras,"Proyecto fin de master en ""Planificación y desarrollo territorial sostenible"". Departamento de Geografía","La Sagra Toledana, un espacio de oportunidades entre influencias metropolitanas: propuesta de Plan de Ordenación Territorial","Pascual, Jara",2010,https://repositorio.uam.es/handle/10486/6188,abstracts_uam_TFM\RND_La_Sagra_Toledana__un_espacio__2010_93435221.txt,,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Trabajo presentado para obtener el Diploma de Estudios Avanzados (DEA).,"Protocolo de valoración de patología articular en paleopatología: estudio de la rodilla en la necrópolis hispanomusulmana de San Nicolás (Murcia, s. XI-XIII)","Prieto Potin, Iván",2009,https://repositorio.uam.es/handle/10486/3334,abstracts_uam_TFM\RND_Protocolo_de_valoraci_n_de_pat_2009_12321467.txt,,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,"Proyecto fin de máster en ""Antropología física: evolución y biodiversidad humanas""",Primera aproximación a las características demográficas del cementerio hispanomusulmán de San Nicolás. Ávila (S. XII-XVI),"Iglesias Bexiga, Javier",2010,https://repositorio.uam.es/handle/10486/11373,abstracts_uam_TFM\RND_Primera_aproximaci_n_a_las_car_2010_83217876.txt,,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,"Proyecto fin de máster en ""Antropología física: evolución y biodiversidad humanas""",Rasgos diagnósticos de identificación de huesos parietales del cráneo de individuos infantiles humanos. Aporte al debate de Orce.,"Cancela Regueiro, Dionisio",2012,https://repositorio.uam.es/handle/10486/11366,abstracts_uam_TFM\RND_Rasgos_diagn_sticos_de_identif_2012_48751716.txt,Biología,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Memoria del Máster Interuniversitario de Antropología Física,Análisis de los indicadores paleopatológicos de una población del Logroño de los Siglos XI y XII,"Palomo Díez, Sara",2008,https://repositorio.uam.es/handle/10486/3333,abstracts_uam_TFM\RND_An_lisis_de_los_indicadores_pa_2008_5427740.txt,,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Máster en Evolución y Biodiversidad Humana,"Estudio de la mortalidad diferencial por sexos en la población de San Nicolás (Murcia, S. XI-XIII d.C.)","Lapuente Martín, Marta",2008,https://repositorio.uam.es/handle/10486/5063,abstracts_uam_TFM\RND_Estudio_de_la_mortalidad_difer_2008_10895611.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Ingeniería Informática y Telecomunicaciones,Detección de emociones en textos y su aplicación a la categorización de obras y autores,"Barros Kaiser, Linda E.",2013,https://repositorio.uam.es/handle/10486/660417,abstracts_uam_TFM\RND_Detecci_n_de_emociones_en_text_2013_32350088.txt,Emociones y sentimientos en la literatura; Análisis de contenido (Comunicación); Reconocimiento automático de la palabra,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicación,Anomaly detection in video sequences,"Caro Campos, Luis Alberto",2013,https://repositorio.uam.es/handle/10486/660478,abstracts_uam_TFM\Anomaly_detection_in_video_seq_2013_44708896.txt,"Vídeo; Imágenes, Tratamiento de las; Seguridad, Sistemas de",eng
Universidad Autónoma de Madrid,Máster,Facultad de Filosofía y Letras,Trabajo fin de máster en Planificación y Desarrollo Territorial Sostenible,Plan de ordenación y desarrollo territorial del Jarama Medio,"Rodríguez Chunga, María Eugenia",2014,https://repositorio.uam.es/handle/10486/660682,abstracts_uam_TFM\RND_Plan_de_ordenaci_n_y_desarroll_2014_39942542.txt,Ordenación del territorio; Jarama Medio (Madrid); Desarrollo territorial,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería en Informática y de Telecomunicaciones,The context as a determinant of semantics: use of the local context of a personal computer to conduct searches on the Web,"Dumitrescu, Doina Alexandra",2008,https://repositorio.uam.es/handle/10486/9196,abstracts_uam_TFM\RND_The_context_as_a_determinant_o_2008_60495611.txt,,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en Tecnologías de la Información y de las Comunicaciones,Modelling Unmanned Vehicles Mission Planning problems as Constraint Satisfaction Problems,"Ramírez Atencia, Cristian Oliver",2014,https://repositorio.uam.es/handle/10486/662530,abstracts_uam_TFM\Modelling_Unmanned_Vehicles_Mi_2014_84431580.txt,"Navegación aérea, Sistemas de; Programación con restricciones; Modelado (Informática); Aviones teledirigidos",eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Investigación e Innovación en Tecnologías de la Información y de las Comunicaciones,Study of Computational Intelligence Algorithms to Detect Behaviour Patterns,"Palero, Fernando",2014,https://repositorio.uam.es/handle/10486/662545,abstracts_uam_TFM\Study_of_Computational_Intelli_2014_4595658.txt,Juegos de ordenador; Control en tiempo real; Sistemas de reconocimiento de formas,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicación,High precision packet time-stamping using NetFPGA 10 G plataform,"Gavaletakis, Antonios",2014,https://repositorio.uam.es/handle/10486/662537,abstracts_uam_TFM\High_precision_packet_time-sta_2014_67841803.txt,Circuitos lógicos; Sistema de posicionamiento global,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Master’s Degree in Research and Innovation Information and Communications Technologies,Hierarchical text clustering applied to taxonomy evaluation,"Muñoz Hidalgo, Samuel",2014,https://repositorio.uam.es/handle/10486/662544,abstracts_uam_TFM\Hierarchical_text_clustering_a_2014_81748934.txt,Biología - Clasificación; Ontología; Gestión del conocimiento,eng
Universidad Autónoma de Madrid,Máster,Facultad de Formación de Profesorado y Educación,"Trabajo fin de Máster inédito. Universidad Autónoma de Madrid, Facultad de Formación de Profesorado y Educación. Departamento de Didácticas Específicas. Curso 2013-2014",Introducción a la perspectiva de género: Egipto y Mesopotamia,"Río Gadea, Lara del",2014,https://repositorio.uam.es/handle/10486/662372,abstracts_uam_TFM\RND_Introducci_n_a_la_perspectiva__2014_16578338.txt,Mujeres - Egipto - Trabajo fin de Máster; Mujeres - Mesopotamia - Trabajo fin de Máster,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática,Propuesta y evaluación de herramienta móvil de guiado en exteriores para personas con discapacidad intelectual,"Plaza Jurado, Adalberto",2014,https://repositorio.uam.es/handle/10486/663642,abstracts_uam_TFM\Propuesta_y_evaluaci_n_de_herr_2014_73313033.txt,Servicios web - Evaluación; Teléfonos inteligentes; Personas con discapacidad,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Gestión de Trabajos en Movilidad (GTM) v2.0,"Calvo Ruiz, Alba",2014,https://repositorio.uam.es/handle/10486/663604,abstracts_uam_TFM\Gesti_n_de_Trabajos_en_Movilid_2014_95229315.txt,Servicios (Industria); Sistema de posicionamiento global; Telefonía móvil,spa
Universidad Autónoma de Madrid,Máster,Facultad de Formación de Profesorado y Educación,"Trabajo fin de máster en ""Formación del profesorado en ESO y Bachillerato. Especialidad Dibujo""",La maqueta y el modelo tridimensional como recursos didácticos en el área de educación plástica y visual en la ESO,"Ruiz Martín, Vanessa",2012,https://repositorio.uam.es/handle/10486/664956,abstracts_uam_TFM\La_maqueta_y_el_modelo_tridime_2012_57168441.txt,Educación plástica y visual,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Computer and Telecommunications Engineering Embedded Systems,Diseño e implementación de operaciones aritméticas en punto flotante decimal según el estándar IEEE 754-2008,"Minchola, Carlos",2010,https://repositorio.uam.es/handle/10486/665066,abstracts_uam_TFM\RND_Dise_o_e_implementaci_n_de_ope_2010_37205821.txt,Normalización; Aritmética,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicación,Sistema de detección de intrusiones bluetooth para terminales móviles,"Retamosa de Ágreda, Germán",2009,https://repositorio.uam.es/handle/10486/10042,abstracts_uam_TFM\RND_Sistema_de_detecci_n_de_intrus_2009_60436998.txt,Tecnología bluetooth,spa
Universidad Autónoma de Madrid,Máster,Facultad de Filosofía y Letras,Trabajo presentado para obtener el Diploma de Estudios Avanzados (DEA).,Análisis geográfico en el planeamiento urbanístico: propuesta metodológica para la elaboración de estudios de análisis y diagnóstico territorial para planes urbanísticos,"Martín Cortés, Blanca",2009,https://repositorio.uam.es/handle/10486/8049,abstracts_uam_TFM\RND_An_lisis_geogr_fico_en_el_plan_2009_13462381.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Máster en Ingeniería informática y Telecomunicaciones y Máster en Matemáticas y Aplicaciones",Advanced methods for recurrent neural networks design,"Alaiz Gudín, Carlos María",2010,https://repositorio.uam.es/handle/10486/10020,abstracts_uam_TFM\RND_Advanced_methods_for_recurrent_2010_19969484.txt,Redes Neuronales,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y Telecomunicaciónes,SVM imbalance correction by conformal kernel transformations,"Barbero Jiménez, Álvaro",2008,https://repositorio.uam.es/handle/10486/10021,abstracts_uam_TFM\RND_SVM_imbalance_correction_by_co_2008_1468865.txt,Algoritmos,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicaciones,Selección de variables mediante programación cuadrática,"Rodríguez-Luján, Irene",2009,https://repositorio.uam.es/handle/10486/10022,abstracts_uam_TFM\RND_Selecci_n_de_variables_mediant_2009_67928371.txt,Sistemas de reconocimiento de formas,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y Telecomunicaciones,Temporal models in recommender systems: an exploratory study on different evaluation dimensions,"Campos Soto, Pedro G.",2011,https://repositorio.uam.es/handle/10486/10017,abstracts_uam_TFM\RND_Temporal_models_in_recommender_2011_55465500.txt,Sistemas de Información,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo presentado para obtener el Diploma de Estudios Avanzados (DEA).,Interacción persona-agente en los servicios web semánticos: Una propuesta de sistema de intermediación,"Rico, Mariano",2004,https://repositorio.uam.es/handle/10486/10014,abstracts_uam_TFM\RND_Interacci_n_persona-agente_en__2004_39274789.txt,Web semántica; Interacción hombre-ordenador,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática y de Telecomunicación,Performance prediction in recommender systems: application to the dynamic optimization of aggregative methods,"Bellogin Kouki, Alejandro",2009,https://repositorio.uam.es/handle/10486/10012,abstracts_uam_TFM\RND_Performance_prediction_in_reco_2009_44337280.txt,"Optimización, modelos de",eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Network traffic footprint analysis in the redIRIS academic network,"Mata Marcos, Felipe",2009,https://repositorio.uam.es/handle/10486/10016,abstracts_uam_TFM\RND_Network_traffic_footprint_anal_2009_92147025.txt,"Ordenadores, Redes de",eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería Informática y de Telecomunicación,Advanced methods for dimensionality reduction and clustering: Laplacian Eigenmaps and Spectral Clustering,"Fernández Pascual, Ángela",2010,https://repositorio.uam.es/handle/10486/10019,abstracts_uam_TFM\RND_Advanced_methods_for_dimension_2010_56756037.txt,Análisis Dimensional,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y Telecomunicación,Arquitecturas para el desarrollo de entornos inteligentes,"Haya, Pablo A.",2001,https://repositorio.uam.es/handle/10486/10009,abstracts_uam_TFM\RND_Arquitecturas_para_el_desarrol_2001_82550627.txt,Agentes inteligentes,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Registro de patrones de lectura con dispositivos de Eye Tracker de bajo coste y estudio de su aplicación para la recomendación de diagnóstico de patologías,"Reyes Gentil, María",2017,https://repositorio.uam.es/handle/10486/677535,abstracts_uam_TFM\Registro_de_patrones_de_lectur_2017_34618603.txt,Eye tracking; Rastreador ocular; Dislexia,spa
Universidad Autónoma de Madrid,Máster,Facultad de Filosofía y Letras,Trabajo presentado para obtener el Diploma de Estudios Avanzados (DEA).,Las correcciones de los textos escritos por los estudiantes de español,"Coronado González, María Luisa",2005,https://repositorio.uam.es/handle/10486/10146,abstracts_uam_TFM\RND_Las_correcciones_de_los_textos_2005_93870347.txt,Lengua Española,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Máster en Ingeniería informática y Telecomunicaciones y Máster en Matemáticas y Aplicaciones","Análisis de datos funcionales, clasificación y selección de variables","Torrecilla Noguerales, José Luis",2010,https://repositorio.uam.es/handle/10486/12556,abstracts_uam_TFM\RND_An_lisis_de_datos_funcionales__2010_83109568.txt,Análisis de datos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Técnicas para la Reducción de Consumo en FPGAs,"Sutter Capristo, Gustavo Daniel",2003,https://repositorio.uam.es/handle/10486/12577,abstracts_uam_TFM\RND_T_cnicas_para_la_Reducci_n_de__2003_29316793.txt,Circuitos lógicos,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo presentado para obtener el Diploma de Estudios Avanzados (DEA).,Estudio de las firmas neuronales en los generadores centrales de patrones,"Latorre Camino, Roberto",2004,https://repositorio.uam.es/handle/10486/12576,abstracts_uam_TFM\RND_Estudio_de_las_firmas_neuronal_2004_56152597.txt,Redes neuronales (Informática),spa
Universidad Autónoma de Madrid,Máster,Facultad de Filosofía y Letras,"Proyecto fin de master en ""Planificación y desarrollo territorial sostenible"". Departamento de Geografía",Proyecto de plan de ordenación y desarrollo territorial de La Sagra,"Losada Gómez, Justino",2010,https://repositorio.uam.es/handle/10486/5065,abstracts_uam_TFM\RND_Proyecto_de_plan_de_ordenaci_n_2010_80634705.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Ingeniería Informática y de Telecomunicación,Soporte CASE para el análisis de la arquitectura de la información en entornos de desarrollo Web,"Rojas Pino, Luis Alberto",2011,https://repositorio.uam.es/handle/10486/12080,abstracts_uam_TFM\RND_Soporte_CASE_para_el_an_lisis__2011_79255107.txt,Sitios Web; CASE,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Ingeniería en Informática y de Telecomunicaciones,A genetic approach to the graph and spectral clustering problem,"Menéndez, Héctor D.",2012,https://repositorio.uam.es/handle/10486/12090,abstracts_uam_TFM\RND_A_genetic_approach_to_the_grap_2012_49224301.txt,"Cluster, Análisis; Gráficos por ordenador",eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Extraction of mid/high-level semantic features for the indexation and classification of television journal videos,"Molina Vela, Javier",2007,https://repositorio.uam.es/handle/10486/12089,abstracts_uam_TFM\RND_Extraction_of_mid_high-level_s_2007_66614804.txt,Vídeo digital; Televisión digital,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Ingeneiría Informática y de Telecomunicaciones,Estudio y aplicación de técnicas de aprendizaje automático orientadas al ámbito médico: estimación y explicación de predicciones individuales,"Di Deco Sampedro, Javier",2012,https://repositorio.uam.es/handle/10486/12100,abstracts_uam_TFM\RND_Estudio_y_aplicaci_n_de_t_cnic_2012_75599991.txt,Aprendizaje automático,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Análisis y procesado de señales multicanal procedentes de sensores industriales,"García Cantalapiedra, Adrián",2017,https://repositorio.uam.es/handle/10486/677568,abstracts_uam_TFM\An_lisis_y_procesado_de_se_ale_2017_34547448.txt,Filtro adaptativo; Energía de Shannon; Filtro adaptado,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Trabajo presentado para obtener el Diploma de Estudios Avanzados (DEA).,"Estudio de los huesos coxales de los individuos adultos de la Maqbara de San Nicolás (Murcia, s. XI-XIII)","Rascón Pérez, Josefina",2003,https://repositorio.uam.es/handle/10486/3655,abstracts_uam_TFM\RND_Estudio_de_los_huesos_coxales__2003_47964715.txt,,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias,Trabajo Fin de Máster en Antropología Física,Geometría de cortes transversales de una población arqueológica de Logroño: investigación bimecáncia: dimorfismo sexual y asimetría bilateral de miembros superiores,"Santamaría Gutiérrez, Josu",2008,https://repositorio.uam.es/handle/10486/3673,abstracts_uam_TFM\RND_Geometr_a_de_cortes_transversa_2008_16986888.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Long-Term tracking with target re-identification,"Velasco Salido, Erik",2017,https://repositorio.uam.es/handle/10486/681089,abstracts_uam_TFM\Long-Term_tracking_with_target_2017_7505137.txt,Video analysis; Video object tracking; Tracking algorithms,eng
Universidad Autónoma de Madrid,Máster,Facultad de Psicología,Trabajo fin de Máster en Psicología de la Educación,"Comunidad, participación y aprendizaje de un niño de la calle sordo en el África Subsahariana","Bustos Caballero, Adrián Javier",2014,https://repositorio.uam.es/handle/10486/685285,abstracts_uam_TFM\Comunidad__participaci_n_y_apr_2014_9756101.txt,Comunidad de práctica; Aprendizaje situado; Sordera; Socialización lingüística; Interacción multimodal; Community of practice; Situated learning; Deafness; Language socialization; Multimodal interaction,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Master Universitario en Ingeniería Informática,Aplicación de los principios de la Ingeniería del Malware al contexto del Pentesting,"Villegas López, Alejandro",2018,https://repositorio.uam.es/handle/10486/685331,abstracts_uam_TFM\Aplicaci_n_de_los_principios_d_2018_34657777.txt,Malware; Linux; Cybersecurity,spa
Universidad Autónoma de Madrid,Máster,Facultad de Formación de Profesorado y Educación,Trabajo fin de máster en Tecnologías de Información y Comunicación en Educación y Formación,La competencia digital del profesorado y su influencia en el uso pedagógico de las tecnologías de información y comunicación en la educación media,"Maciel Barboza, María del Carmen",2017,https://repositorio.uam.es/handle/10486/679067,abstracts_uam_TFM\La_competencia_digital_del_pro_2017_58121310.txt,competencia digital; TIC; formación del profesorado; uso pedagógico de las TIC,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Planificación de transferencias masivas en entornos multi-PoP,"Albandea Martínez, Sergio",2017,https://repositorio.uam.es/handle/10486/681208,abstracts_uam_TFM\Planificaci_n_de_transferencia_2017_3203148.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Optimización y personalización de interfaces cerebro-máquina basados en potenciales visuales evocados,"Rodríguez Muñoz, David",2018,https://repositorio.uam.es/handle/10486/685317,abstracts_uam_TFM\Optimizaci_n_y_personalizaci_n_2018_96495967.txt,Interfaz cerebro-máquina; BCI; Electroencefalograma,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Procesos Gaussianos para problemas de regresión y estimación de la incertidumbre,"Pompa Porras, Víctor de la",2018,https://repositorio.uam.es/handle/10486/685316,abstracts_uam_TFM\Procesos_Gaussianos_para_probl_2018_71133619.txt,Procesos Gaussianos; Energía eólica,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Diseño de array conformado de dobles parches apilados para comunicaciones WiMAX y cobertura omnidireccional o sectorial no simultánea,"Sánchez Dancausa, Paula",2016,https://repositorio.uam.es/handle/10486/675913,abstracts_uam_TFM\Dise_o_de_array_conformado_de__2016_37581592.txt,,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Ingeniería Informática,"Análisis, comparación y predicción de interacciones de usuarios en cursos online","González-Gallego Sosa, Miguel Ángel",2018,https://repositorio.uam.es/handle/10486/682658,abstracts_uam_TFM\RND_An_lisis__comparaci_n_y_predic_2018_20541795.txt,Interacciones de usuarios; Cursos online,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Trabajo fin de máster en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,"Study on viability, strengths and weaknesses of bag of little bootstraps (BLB)","Viña Carmona, Pablo de",2018,https://repositorio.uam.es/handle/10486/682687,abstracts_uam_TFM\Study_on_viability__strengths__2018_20622079.txt,Machine learning; Bag of little bootstraps; BLB,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster en Investigación e Innovación en Tecnologías de la Información  y las Comunicaciones,Independence measures,"Bueno Larraz, Beatriz",2015,https://repositorio.uam.es/handle/10486/665068,abstracts_uam_TFM\RND_Independence_measures_2015_87857265.txt,"Medida, Teoría de la; Probabilidades",eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Investigación e Innovación en Tecnologías de la Información y las Comunicaciones,Development of a Multi-UAV Simulator to Analyze the Behavior of Operators in Coastal Surveillance Missions,"Rodríguez Fernández, Víctor",2015,https://repositorio.uam.es/handle/10486/668048,abstracts_uam_TFM\Development_of_a_Multi-UAV_Sim_2015_82265411.txt,Simulación por ordenador; Interacción hombre-ordenador,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en Ingeniería de Telecomunicación,Generación Sintética de Secuencias Temporales a través de Redes Neuronales Profundas,"Delgado de Santos, Paula",2020,https://repositorio.uam.es/handle/10486/692601,abstracts_uam_TFM\Generaci_n_Sint_tica_de_Secuen_2020_15544849.txt,Escritura; Firma; Biometría,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,Máster Universitario en en Investigación e Innovación en Inteligencia Computacional y Sistemas Interactivos,Computación cuántica y aprendizaje automático,"Sánchez Fernández, Jaime",2020,https://repositorio.uam.es/handle/10486/692578,abstracts_uam_TFM\Computaci_n_cu_ntica_y_aprendi_2020_8175758.txt,,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Máster. Máster en Economía y Gestión de la Innovación,Innovación y desigualdad,"Biurrun Santamaría, Antonio",2018,https://repositorio.uam.es/handle/10486/688127,abstracts_uam_TFM\RND_Innovaci_n_y_desigualdad_2018_37183441.txt,Desigualdad; Innovación; Crisis económica; Políticas de I+D+i; Calidad de vida,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo de Fin de Máster (Perfil directivo) – Junio 2018. Máster Universitario en Dirección de Marketing,Plan de marketing para la internacionalización de una empresa social: El caso de Thankyou,"Torrico Pérez, Alejandro",2018,https://repositorio.uam.es/handle/10486/688124,abstracts_uam_TFM\RND_Plan_de_marketing_para_la_inte_2018_70745901.txt,Marketing; Internacionalización; Empresas sociales; Thankyou,spa
Universidad Autónoma de Madrid,Máster,Facultad de Ciencias Económicas y Empresariales,Trabajo Fin de Máster. Curso Académico 2017/2018. Máster en Dirección de Marketing,Cambio en las formas de consumo de contenido audiovisual: Binge watching. Estudio cuantitativo,"Pañero Montes, José Alberto",2018,https://repositorio.uam.es/handle/10486/688126,abstracts_uam_TFM\RND_Cambio_en_las_formas_de_consum_2018_7282869.txt,Consumo televisivo; Video bajo demanda (VOD); Plataformas de streaming; Internet,spa
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,"Máster Universitario en Investigación e Innovación en Inteligencia Computacional y Sistemas Interactivos",Identifying developers’ habits and expectations in copy and paste programming practice,"Guan, Luqi",2020,https://repositorio.uam.es/handle/10486/692536,abstracts_uam_TFM\Identifying_developers__habits_2020_98515511.txt,Copy and Paste; Secondary Study; Tertiary Study,eng
Universidad Autónoma de Madrid,Máster,Escuela Politécnica Superior,No disponible,Deep Gaussian processes using expectation propagation and Monte Carlo methods,"Hernández Muñoz, Gonzalo",2018,https://repositorio.uam.es/handle/10486/686645,abstracts_uam_TFM\Deep_Gaussian_processes_using__2018_38004265.txt,,eng
